Spark assembly has been built with Hive, including Datanucleus jars on classpath
Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=128m; support was removed in 8.0
Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=10g; support was removed in 8.0
2014-07-10 20:38:10,815 [main] WARN  org.apache.spark.SparkConf - 
2014-07-10 20:38:16,877 [spark-akka.actor.default-dispatcher-14] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node132-mgt.dco.ethz.ch:60508/user/Executor#707692403] with ID 12
2014-07-10 20:38:16,893 [spark-akka.actor.default-dispatcher-15] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node126-mgt.dco.ethz.ch:41761/user/Executor#811226946] with ID 1
2014-07-10 20:38:16,900 [spark-akka.actor.default-dispatcher-13] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node129-mgt.dco.ethz.ch:35971/user/Executor#-718727463] with ID 15
2014-07-10 20:38:16,902 [spark-akka.actor.default-dispatcher-13] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node134-mgt.dco.ethz.ch:40798/user/Executor#-2052636235] with ID 6
2014-07-10 20:38:16,908 [spark-akka.actor.default-dispatcher-5] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node135-mgt.dco.ethz.ch:50725/user/Executor#83311785] with ID 4
2014-07-10 20:38:16,920 [spark-akka.actor.default-dispatcher-13] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node123-mgt.dco.ethz.ch:48911/user/Executor#980966487] with ID 3
2014-07-10 20:38:16,928 [spark-akka.actor.default-dispatcher-13] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node127-mgt.dco.ethz.ch:46773/user/Executor#2085928299] with ID 7
2014-07-10 20:38:16,929 [spark-akka.actor.default-dispatcher-13] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node125-mgt.dco.ethz.ch:41812/user/Executor#-654788476] with ID 2
2014-07-10 20:38:16,933 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node128-mgt.dco.ethz.ch:50998/user/Executor#-776076355] with ID 10
2014-07-10 20:38:16,937 [spark-akka.actor.default-dispatcher-16] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node124-mgt.dco.ethz.ch:34545/user/Executor#2785634] with ID 11
2014-07-10 20:38:16,939 [spark-akka.actor.default-dispatcher-16] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node130-mgt.dco.ethz.ch:49483/user/Executor#-934044825] with ID 8
2014-07-10 20:38:16,983 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:55092/user/Executor#1403842947] with ID 9
2014-07-10 20:38:17,164 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node122-mgt.dco.ethz.ch:38077 with 40.3 GB RAM
2014-07-10 20:38:17,170 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node133-mgt.dco.ethz.ch:39395 with 40.3 GB RAM
2014-07-10 20:38:17,170 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node129-mgt.dco.ethz.ch:54358 with 40.3 GB RAM
2014-07-10 20:38:17,171 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node132-mgt.dco.ethz.ch:52218 with 40.3 GB RAM
2014-07-10 20:38:17,172 [spark-akka.actor.default-dispatcher-34] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node131-mgt.dco.ethz.ch:51850 with 40.3 GB RAM
2014-07-10 20:38:17,175 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node126-mgt.dco.ethz.ch:44084 with 40.3 GB RAM
2014-07-10 20:38:17,176 [spark-akka.actor.default-dispatcher-33] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node134-mgt.dco.ethz.ch:47137 with 40.3 GB RAM
2014-07-10 20:38:17,177 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node136-mgt.dco.ethz.ch:51828 with 40.3 GB RAM
2014-07-10 20:38:17,192 [spark-akka.actor.default-dispatcher-23] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node123-mgt.dco.ethz.ch:33135 with 40.3 GB RAM
2014-07-10 20:38:17,200 [spark-akka.actor.default-dispatcher-33] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node127-mgt.dco.ethz.ch:45675 with 40.3 GB RAM
2014-07-10 20:38:17,204 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node128-mgt.dco.ethz.ch:34757 with 40.3 GB RAM
2014-07-10 20:38:17,206 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node135-mgt.dco.ethz.ch:52568 with 40.3 GB RAM
2014-07-10 20:38:17,209 [spark-akka.actor.default-dispatcher-37] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node125-mgt.dco.ethz.ch:43565 with 40.3 GB RAM
2014-07-10 20:38:17,213 [spark-akka.actor.default-dispatcher-35] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node124-mgt.dco.ethz.ch:42779 with 40.3 GB RAM
2014-07-10 20:38:17,217 [spark-akka.actor.default-dispatcher-22] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node130-mgt.dco.ethz.ch:60619 with 40.3 GB RAM
2014-07-10 20:38:17,284 [spark-akka.actor.default-dispatcher-23] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node121-mgt.dco.ethz.ch:40066 with 40.3 GB RAM
2014-07-10 20:41:02,515 [main] INFO  org.apache.hadoop.mapreduce.lib.input.FileInputFormat - Total input paths to process : 33447
2014-07-10 20:43:56,028 [main] INFO  org.apache.hadoop.mapreduce.lib.input.FileInputFormat - Total input paths to process : 33447
2014-07-10 20:43:56,182 [main] INFO  org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat - DEBUG: Terminated node allocation with : CompletedNodes: 1, size left: 909764664
2014-07-10 20:43:56,218 [main] INFO  org.apache.spark.SparkContext - Starting job: foreach at HtmlToTextConversionApp.scala:57
2014-07-10 20:43:56,241 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Got job 0 (foreach at HtmlToTextConversionApp.scala:57) with 497 output partitions (allowLocal=false)
2014-07-10 20:43:56,241 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Final stage: Stage 0(foreach at HtmlToTextConversionApp.scala:57)
2014-07-10 20:43:56,242 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Parents of final stage: List()
2014-07-10 20:43:56,258 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Missing parents: List()
2014-07-10 20:43:56,262 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Submitting Stage 0 (WholeTextFileRDD[0] at wholeTextFiles at HtmlToTextConversionApp.scala:55), which has no missing parents
2014-07-10 20:43:56,310 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.DAGScheduler - Submitting 497 missing tasks from Stage 0 (WholeTextFileRDD[0] at wholeTextFiles at HtmlToTextConversionApp.scala:55)
2014-07-10 20:43:56,317 [spark-akka.actor.default-dispatcher-32] INFO  org.apache.spark.scheduler.TaskSchedulerImpl - Adding task set 0.0 with 497 tasks
2014-07-10 20:43:56,333 [spark-akka.actor.default-dispatcher-23] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 0.0:0 as TID 0 on executor 5: dco-node133-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-10 20:43:56,338 [spark-akka.actor.default-dispatcher-23] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 0.0:0 as 5956 bytes in 3 ms
