Spark assembly has been built with Hive, including Datanucleus jars on classpath
Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=128m; support was removed in 8.0
2014-07-22 17:49:33,189 [main] WARN  org.apache.spark.SparkConf - 
2014-07-22 17:49:33,999 [main] INFO  org.apache.spark.storage.BlockManagerMaster - Registered BlockManager
2014-07-22 17:49:34,016 [main] INFO  org.apache.spark.HttpServer - Starting HTTP Server
2014-07-22 17:49:34,074 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-22 17:49:34,094 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SocketConnector@0.0.0.0:41381
2014-07-22 17:49:34,095 [main] INFO  org.apache.spark.broadcast.HttpBroadcast - Broadcast server started at http://172.31.109.131:41381
2014-07-22 17:49:34,101 [main] INFO  org.apache.spark.HttpFileServer - HTTP File server directory is /tmp/spark-02685b88-44b8-4b9a-add7-03d6f27d35bf
2014-07-22 17:49:34,101 [main] INFO  org.apache.spark.HttpServer - Starting HTTP Server
2014-07-22 17:49:34,102 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-22 17:49:34,105 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SocketConnector@0.0.0.0:33267
2014-07-22 17:49:34,451 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-22 17:49:34,469 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SelectChannelConnector@0.0.0.0:4040
2014-07-22 17:49:34,472 [main] INFO  org.apache.spark.ui.SparkUI - Started SparkUI at http://dco-node121-mgt.dco.ethz.ch:4040
2014-07-22 17:49:34,694 [main] WARN  org.apache.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2014-07-22 17:49:35,343 [main] INFO  org.apache.spark.scheduler.EventLoggingListener - Logging events to hdfs://dco-node121.dco.ethz.ch:54310/spark_event_log/word-count--input=hdfs---dco-node121.dco.ethz.ch-54310-cw-combined,-output=hdfs---dco-node121.dco.ethz.ch-54310-cw-wordcount,-minpartitions=10-1406044174787
2014-07-22 17:49:35,533 [main] INFO  org.apache.spark.SparkContext - Added JAR file:/disk3/user_work/runs/word_count2/run.jar at http://172.31.109.131:33267/jars/run.jar with timestamp 1406044175533
2014-07-22 17:49:35,598 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Connecting to master spark://dco-node121.dco.ethz.ch:7077...
2014-07-22 17:49:35,862 [main] INFO  org.apache.spark.storage.MemoryStore - ensureFreeSpace(231905) called with curMem=0, maxMem=43218213273
2014-07-22 17:49:35,866 [main] INFO  org.apache.spark.storage.MemoryStore - Block broadcast_0 stored as values to memory (estimated size 226.5 KB, free 40.2 GB)
2014-07-22 17:49:35,939 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Connected to Spark cluster with app ID app-20140722174935-0006
2014-07-22 17:49:35,941 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/0 on worker-20140722171952-dco-node122-mgt.dco.ethz.ch-42657 (dco-node122-mgt.dco.ethz.ch:42657) with 16 cores
2014-07-22 17:49:35,943 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/0 on hostPort dco-node122-mgt.dco.ethz.ch:42657 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,944 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/1 on worker-20140722171952-dco-node128-mgt.dco.ethz.ch-40391 (dco-node128-mgt.dco.ethz.ch:40391) with 16 cores
2014-07-22 17:49:35,944 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/1 on hostPort dco-node128-mgt.dco.ethz.ch:40391 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,945 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/2 on worker-20140722171952-dco-node121-mgt.dco.ethz.ch-40476 (dco-node121-mgt.dco.ethz.ch:40476) with 16 cores
2014-07-22 17:49:35,945 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/2 on hostPort dco-node121-mgt.dco.ethz.ch:40476 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,946 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/3 on worker-20140722171952-dco-node123-mgt.dco.ethz.ch-57812 (dco-node123-mgt.dco.ethz.ch:57812) with 16 cores
2014-07-22 17:49:35,946 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/3 on hostPort dco-node123-mgt.dco.ethz.ch:57812 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,946 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/4 on worker-20140722171959-dco-node132-mgt.dco.ethz.ch-60780 (dco-node132-mgt.dco.ethz.ch:60780) with 16 cores
2014-07-22 17:49:35,947 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/4 on hostPort dco-node132-mgt.dco.ethz.ch:60780 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,947 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/5 on worker-20140722172002-dco-node136-mgt.dco.ethz.ch-58157 (dco-node136-mgt.dco.ethz.ch:58157) with 16 cores
2014-07-22 17:49:35,948 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/5 on hostPort dco-node136-mgt.dco.ethz.ch:58157 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,948 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/6 on worker-20140722172002-dco-node131-mgt.dco.ethz.ch-58398 (dco-node131-mgt.dco.ethz.ch:58398) with 16 cores
2014-07-22 17:49:35,949 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/6 on hostPort dco-node131-mgt.dco.ethz.ch:58398 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,949 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/7 on worker-20140722172004-dco-node134-mgt.dco.ethz.ch-57756 (dco-node134-mgt.dco.ethz.ch:57756) with 16 cores
2014-07-22 17:49:35,950 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/7 on hostPort dco-node134-mgt.dco.ethz.ch:57756 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,950 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/8 on worker-20140722171952-dco-node129-mgt.dco.ethz.ch-59980 (dco-node129-mgt.dco.ethz.ch:59980) with 16 cores
2014-07-22 17:49:35,951 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/8 on hostPort dco-node129-mgt.dco.ethz.ch:59980 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,952 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/9 on worker-20140722171951-dco-node130-mgt.dco.ethz.ch-50974 (dco-node130-mgt.dco.ethz.ch:50974) with 16 cores
2014-07-22 17:49:35,953 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/9 on hostPort dco-node130-mgt.dco.ethz.ch:50974 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,954 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/10 on worker-20140722171952-dco-node133-mgt.dco.ethz.ch-43047 (dco-node133-mgt.dco.ethz.ch:43047) with 16 cores
2014-07-22 17:49:35,955 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/10 on hostPort dco-node133-mgt.dco.ethz.ch:43047 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,955 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/11 on worker-20140722171952-dco-node124-mgt.dco.ethz.ch-35933 (dco-node124-mgt.dco.ethz.ch:35933) with 16 cores
2014-07-22 17:49:35,956 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/11 on hostPort dco-node124-mgt.dco.ethz.ch:35933 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,957 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/12 on worker-20140722171952-dco-node125-mgt.dco.ethz.ch-37167 (dco-node125-mgt.dco.ethz.ch:37167) with 16 cores
2014-07-22 17:49:35,957 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/12 on hostPort dco-node125-mgt.dco.ethz.ch:37167 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,958 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/13 on worker-20140722171952-dco-node135-mgt.dco.ethz.ch-33973 (dco-node135-mgt.dco.ethz.ch:33973) with 16 cores
2014-07-22 17:49:35,959 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/13 on hostPort dco-node135-mgt.dco.ethz.ch:33973 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,959 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/14 on worker-20140722172004-dco-node127-mgt.dco.ethz.ch-59958 (dco-node127-mgt.dco.ethz.ch:59958) with 16 cores
2014-07-22 17:49:35,960 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/14 on hostPort dco-node127-mgt.dco.ethz.ch:59958 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,961 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140722174935-0006/15 on worker-20140722171952-dco-node126-mgt.dco.ethz.ch-35249 (dco-node126-mgt.dco.ethz.ch:35249) with 16 cores
2014-07-22 17:49:35,961 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140722174935-0006/15 on hostPort dco-node126-mgt.dco.ethz.ch:35249 with 16 cores, 70.0 GB RAM
2014-07-22 17:49:35,973 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/2 is now RUNNING
2014-07-22 17:49:35,973 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/4 is now RUNNING
2014-07-22 17:49:35,975 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/9 is now RUNNING
2014-07-22 17:49:35,978 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/10 is now RUNNING
2014-07-22 17:49:35,980 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/14 is now RUNNING
2014-07-22 17:49:35,982 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/8 is now RUNNING
2014-07-22 17:49:35,984 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/13 is now RUNNING
2014-07-22 17:49:35,987 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/1 is now RUNNING
2014-07-22 17:49:35,989 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/11 is now RUNNING
2014-07-22 17:49:35,991 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/15 is now RUNNING
2014-07-22 17:49:35,993 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/12 is now RUNNING
2014-07-22 17:49:35,995 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/0 is now RUNNING
2014-07-22 17:49:35,996 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/3 is now RUNNING
2014-07-22 17:49:35,998 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/5 is now RUNNING
2014-07-22 17:49:36,000 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/7 is now RUNNING
2014-07-22 17:49:36,002 [spark-akka.actor.default-dispatcher-3] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor updated: app-20140722174935-0006/6 is now RUNNING
2014-07-22 17:49:36,213 [main] INFO  org.apache.hadoop.conf.Configuration.deprecation - mapred.tip.id is deprecated. Instead, use mapreduce.task.id
2014-07-22 17:49:36,213 [main] INFO  org.apache.hadoop.conf.Configuration.deprecation - mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id
2014-07-22 17:49:36,213 [main] INFO  org.apache.hadoop.conf.Configuration.deprecation - mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap
2014-07-22 17:49:36,213 [main] INFO  org.apache.hadoop.conf.Configuration.deprecation - mapred.task.partition is deprecated. Instead, use mapreduce.task.partition
2014-07-22 17:49:36,213 [main] INFO  org.apache.hadoop.conf.Configuration.deprecation - mapred.job.id is deprecated. Instead, use mapreduce.job.id
2014-07-22 17:49:36,232 [main] INFO  org.apache.spark.SparkContext - Starting job: saveAsTextFile at WordCountApp.scala:20
2014-07-22 17:49:36,460 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.mapred.FileInputFormat - Total input paths to process : 20
2014-07-22 17:49:36,489 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.135:50010
2014-07-22 17:49:36,490 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.141:50010
2014-07-22 17:49:36,490 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.138:50010
2014-07-22 17:49:36,490 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.133:50010
2014-07-22 17:49:36,490 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.136:50010
2014-07-22 17:49:36,495 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.134:50010
2014-07-22 17:49:36,496 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.137:50010
2014-07-22 17:49:36,496 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.142:50010
2014-07-22 17:49:36,496 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.hadoop.net.NetworkTopology - Adding a new node: /default-rack/172.31.109.143:50010
2014-07-22 17:49:36,508 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Registering RDD 4 (reduceByKey at WordCountApp.scala:17)
2014-07-22 17:49:36,510 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Registering RDD 7 (map at WordCountApp.scala:18)
2014-07-22 17:49:36,512 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Got job 0 (saveAsTextFile at WordCountApp.scala:20) with 1 output partitions (allowLocal=false)
2014-07-22 17:49:36,512 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Final stage: Stage 0(saveAsTextFile at WordCountApp.scala:20)
2014-07-22 17:49:36,513 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Parents of final stage: List(Stage 1)
2014-07-22 17:49:36,519 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Missing parents: List(Stage 1)
2014-07-22 17:49:36,704 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Submitting Stage 2 (MapPartitionsRDD[4] at reduceByKey at WordCountApp.scala:17), which has no missing parents
2014-07-22 17:49:36,930 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.DAGScheduler - Submitting 2684 missing tasks from Stage 2 (MapPartitionsRDD[4] at reduceByKey at WordCountApp.scala:17)
2014-07-22 17:49:36,946 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSchedulerImpl - Adding task set 2.0 with 2684 tasks
2014-07-22 17:49:38,021 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Registered executor: Actor[akka.tcp://sparkExecutor@dco-node130-mgt.dco.ethz.ch:46864/user/Executor#605039957] with ID 9
2014-07-22 17:49:38,035 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:0 as TID 0 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,040 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:0 as 2194 bytes in 3 ms
2014-07-22 17:49:38,044 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:1 as TID 1 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,044 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:1 as 2194 bytes in 0 ms
2014-07-22 17:49:38,048 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:2 as TID 2 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,050 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:2 as 2194 bytes in 0 ms
2014-07-22 17:49:38,050 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:3 as TID 3 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,052 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:3 as 2194 bytes in 0 ms
2014-07-22 17:49:38,052 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:4 as TID 4 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,053 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:4 as 2194 bytes in 1 ms
2014-07-22 17:49:38,055 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:5 as TID 5 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,055 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:5 as 2194 bytes in 0 ms
2014-07-22 17:49:38,056 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:6 as TID 6 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,057 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:6 as 2194 bytes in 1 ms
2014-07-22 17:49:38,058 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:7 as TID 7 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,058 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:7 as 2194 bytes in 0 ms
2014-07-22 17:49:38,059 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:8 as TID 8 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,059 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:8 as 2194 bytes in 0 ms
2014-07-22 17:49:38,060 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:9 as TID 9 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,060 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:9 as 2194 bytes in 0 ms
2014-07-22 17:49:38,060 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:10 as TID 10 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,061 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:10 as 2194 bytes in 0 ms
2014-07-22 17:49:38,062 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:11 as TID 11 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,063 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:11 as 2194 bytes in 0 ms
2014-07-22 17:49:38,063 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:12 as TID 12 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,064 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:12 as 2194 bytes in 1 ms
2014-07-22 17:49:38,064 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Starting task 2.0:13 as TID 13 on executor 9: dco-node130-mgt.dco.ethz.ch (PROCESS_LOCAL)
2014-07-22 17:49:38,065 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.TaskSetManager - Serialized task 2.0:13 as 2194 bytes in 1 ms
